Frame,X1,Y1,X2,Y2,Car_ID,Time
43,813,510,970,573,2,17.07035541534424
43,1079,501,1186,552,4,17.070963382720947
43,1310,508,1401,544,6,17.071552515029907
43,1196,504,1289,543,7,17.072059392929077
43,145,474,439,557,8,17.072059392929077
44,736,492,877,541,1,17.21665859222412
44,802,510,966,575,2,17.21665859222412
44,1078,500,1187,552,4,17.21916627883911
44,1312,507,1405,544,6,17.21916627883911
44,1198,504,1291,543,7,17.21916627883911
44,116,475,421,560,8,17.21916627883911
45,733,493,876,543,1,17.396183490753174
45,795,510,945,577,2,17.396183490753174
45,1079,501,1191,554,4,17.396183490753174
45,1314,507,1409,545,6,17.396183490753174
45,1199,504,1295,544,7,17.396183490753174
45,87,477,403,564,8,17.396183490753174
46,728,494,886,544,1,17.58011484146118
46,790,510,952,580,2,17.58011484146118
46,1081,502,1196,555,4,17.58011484146118
46,1321,508,1415,545,6,17.58011484146118
46,1203,505,1299,544,7,17.58011484146118
46,54,478,383,568,8,17.59036660194397
47,720,494,885,546,1,17.730921506881714
47,779,514,950,584,2,17.730921506881714
47,1082,505,1196,557,4,17.730921506881714
47,1328,509,1424,547,6,17.730921506881714
47,1209,505,1308,547,7,17.730921506881714
47,9,478,355,570,8,17.730921506881714
48,711,496,879,549,1,17.866109371185303
48,765,518,948,588,2,17.866109371185303
48,1082,507,1202,561,4,17.866109371185303
48,1333,513,1434,550,6,17.866109371185303
48,1213,508,1314,550,7,17.866109371185303
48,0,476,324,572,8,17.866109371185303
49,699,496,873,550,1,18.017499208450317
49,750,519,944,592,2,18.017499208450317
49,1081,508,1204,564,4,18.017499208450317
49,1340,515,1442,553,6,18.017499208450317
49,1215,511,1319,552,7,18.017499208450317
49,0,473,288,574,8,18.017499208450317
50,686,496,866,551,1,18.176650285720825
50,733,519,944,594,2,18.176650285720825
50,1077,508,1207,567,4,18.176650285720825
50,1346,516,1449,555,6,18.176650285720825
50,1218,511,1326,555,7,18.176650285720825
50,0,471,251,574,8,18.176650285720825
51,674,496,863,551,1,18.303157806396484
51,716,519,939,597,2,18.303157806396484
51,1077,511,1208,569,4,18.303157806396484
51,1353,518,1458,558,6,18.303157806396484
51,1225,512,1331,557,7,18.303157806396484
52,661,496,849,554,1,18.432374238967896
52,700,519,926,600,2,18.432374238967896
52,1076,515,1213,572,4,18.432374238967896
52,1361,519,1465,560,6,18.432374238967896
52,1229,514,1339,560,7,18.432374238967896
53,651,496,845,556,1,18.581462860107422
53,680,520,918,603,2,18.581462860107422
53,1075,516,1214,574,4,18.581462860107422
53,1366,520,1475,561,6,18.581462860107422
53,1233,515,1344,560,7,18.581462860107422
54,642,495,842,557,1,18.747836589813232
54,665,521,914,605,2,18.747836589813232
54,1074,516,1217,575,4,18.747836589813232
54,1371,519,1484,562,6,18.747836589813232
54,1236,514,1350,561,7,18.747836589813232
55,631,495,836,556,1,18.883464097976685
55,649,521,908,608,2,18.883464097976685
55,1074,517,1222,575,4,18.883464097976685
55,1377,518,1491,561,6,18.883464097976685
55,1239,514,1355,562,7,18.883464097976685
56,617,499,835,558,1,19.032413721084595
56,632,521,901,611,2,19.032413721084595
56,1074,517,1224,577,4,19.032413721084595
56,1385,518,1500,562,6,19.032413721084595
56,1246,514,1363,562,7,19.032413721084595
57,612,511,892,614,2,19.21512460708618
57,1074,517,1226,579,4,19.21512460708618
57,1392,519,1513,564,6,19.21512460708618
57,1251,515,1369,563,7,19.21512460708618
58,591,518,879,618,2,19.414076805114746
58,1073,519,1224,580,4,19.414076805114746
58,1400,520,1521,565,6,19.414076805114746
58,1259,515,1377,565,7,19.414076805114746
59,565,505,868,621,2,19.65479564666748
59,1071,519,1226,581,4,19.65616011619568
59,1408,520,1529,566,6,19.65691041946411
59,1263,515,1385,566,7,19.657639980316162
60,537,514,853,624,2,19.878427028656006
60,1068,520,1228,583,4,19.878427028656006
60,1413,520,1538,566,6,19.878427028656006
60,1265,515,1386,567,7,19.878427028656006
61,509,518,835,628,2,20.06825017929077
61,1065,521,1224,585,4,20.06825017929077
61,1419,519,1545,567,6,20.06825017929077
61,1268,516,1393,568,7,20.06825017929077
62,480,510,820,632,2,20.28488564491272
62,1061,521,1224,588,4,20.28488564491272
62,1425,520,1554,569,6,20.28488564491272
62,1270,517,1400,571,7,20.294214010238647
63,446,502,802,637,2,20.43109130859375
63,1057,522,1229,590,4,20.43109130859375
63,1433,521,1563,570,6,20.43109130859375
63,1274,517,1410,573,7,20.43109130859375
64,408,504,782,642,2,20.614230394363403
64,1050,522,1229,592,4,20.614230394363403
64,1438,520,1567,570,6,20.614230394363403
64,1280,517,1416,573,7,20.614230394363403
65,367,500,763,646,2,20.81522226333618
65,1043,521,1226,594,4,20.81522226333618
65,1441,519,1578,570,6,20.81522226333618
65,1282,517,1422,574,7,20.81522226333618
66,324,499,743,651,2,20.994908571243286
66,1035,522,1226,594,4,20.994908571243286
66,1446,519,1584,571,6,20.994908571243286
66,1284,517,1427,575,7,20.994908571243286
67,279,514,713,655,2,21.160057544708252
67,1026,523,1221,596,4,21.160057544708252
67,1451,519,1590,572,6,21.160057544708252
67,1288,517,1433,577,7,21.160057544708252
68,227,520,681,660,2,21.326376914978027
68,1018,523,1221,599,4,21.330893754959106
68,1458,519,1604,573,6,21.330893754959106
68,1292,517,1440,579,7,21.332134008407593
68,424,496,720,578,1,21.33501696586609
69,171,522,648,665,2,21.505983114242554
69,1010,523,1220,601,4,21.506638526916504
69,1465,519,1614,574,6,21.506638526916504
69,1294,518,1449,581,7,21.506638526916504
69,440,496,705,583,1,21.509639978408813
70,109,524,614,671,2,21.679471254348755
70,1001,523,1219,603,4,21.679471254348755
70,1472,519,1627,575,6,21.679471254348755
70,1300,517,1459,582,7,21.68971061706543
70,429,496,687,586,1,21.69076132774353
71,42,523,578,677,2,21.883970022201538
71,993,523,1218,606,4,21.892034769058228
71,1482,519,1640,577,6,21.894050359725952
71,1302,518,1469,584,7,21.895654678344727
71,409,496,670,588,1,21.895654678344727
72,0,524,540,684,2,22.15953803062439
72,984,522,1219,608,4,22.160708904266357
72,1492,519,1658,578,6,22.16124415397644
72,1309,519,1479,585,7,22.163445949554443
72,380,494,651,591,1,22.165924072265625
73,0,524,498,692,2,22.314950704574585
73,975,523,1213,610,4,22.316142082214355
73,1505,519,1668,579,6,22.316561698913574
73,1310,519,1494,587,7,22.317748308181763
73,342,493,630,593,1,22.31826949119568
74,0,524,452,698,2,22.56786870956421
74,967,522,1213,612,4,22.56786870956421
74,1519,518,1691,580,6,22.56786870956421
74,1323,518,1510,588,7,22.56786870956421
74,305,492,611,595,1,22.575925827026367
75,0,524,402,702,2,22.863914966583252
75,957,521,1213,615,4,22.863914966583252
75,1531,518,1715,581,6,22.863914966583252
75,1333,518,1525,590,7,22.863914966583252
75,257,491,586,598,1,22.863914966583252
76,0,524,348,699,2,23.063466787338257
76,947,521,1214,619,4,23.063466787338257
76,1546,518,1737,583,6,23.063466787338257
76,1343,518,1543,593,7,23.063466787338257
76,182,489,563,600,1,23.063466787338257
77,0,523,290,701,2,23.21563982963562
77,934,521,1210,621,4,23.21563982963562
77,1563,518,1760,584,6,23.21563982963562
77,1354,518,1561,595,7,23.21563982963562
77,128,487,541,603,1,23.21563982963562
77,1222,508,1355,582,12,23.229214668273926
78,0,531,223,706,2,23.364892959594727
78,920,520,1207,624,4,23.364892959594727
78,1579,517,1782,586,6,23.364892959594727
78,1360,517,1576,595,7,23.381248474121094
78,71,486,516,607,1,23.381248474121094
78,1231,506,1366,582,12,23.382274627685547
79,0,535,152,696,2,23.529736518859863
79,906,520,1205,626,4,23.530490398406982
79,1596,516,1806,587,6,23.531809329986572
79,1372,517,1593,597,7,23.532352924346924
79,24,484,490,610,1,23.532971143722534
79,1227,504,1405,583,12,23.53402805328369
80,890,518,1206,629,4,23.695552825927734
80,1614,515,1831,588,6,23.696136236190796
80,1384,516,1610,601,7,23.69718647003174
80,0,483,460,614,1,23.697755098342896
80,1210,504,1419,585,12,23.698306560516357
81,876,516,1203,632,4,23.846189498901367
81,1635,514,1857,590,6,23.846189498901367
81,1397,516,1632,602,7,23.846189498901367
81,0,481,429,618,1,23.846189498901367
81,1212,504,1405,587,12,23.846189498901367
82,860,515,1224,634,4,23.99714756011963
82,1657,513,1881,590,6,23.99714756011963
82,1410,514,1656,604,7,23.99714756011963
82,0,480,396,620,1,23.99714756011963
82,1212,502,1409,587,12,24.012659788131714
83,842,514,1218,637,4,24.13239073753357
83,1680,510,1914,591,6,24.13239073753357
83,1423,513,1679,606,7,24.13239073753357
83,0,479,360,621,1,24.13239073753357
83,1211,499,1412,588,12,24.13239073753357
84,822,512,1201,640,4,24.312690258026123
84,1705,508,1920,590,6,24.312690258026123
84,1437,511,1701,606,7,24.312690258026123
84,0,477,332,622,1,24.312690258026123
84,1212,496,1430,588,12,24.312690258026123
85,798,509,1218,642,4,24.45213747024536
85,1729,506,1920,591,6,24.45251989364624
85,1451,510,1722,609,7,24.45251989364624
85,0,475,289,623,1,24.453076601028442
85,1211,494,1482,589,12,24.45370888710022
86,774,507,1220,647,4,24.604612112045288
86,1753,506,1920,593,6,24.607620000839233
86,1465,509,1752,612,7,24.608171463012695
86,0,474,245,625,1,24.608722686767578
86,1211,492,1513,590,12,24.609267950057983
87,746,508,1195,652,4,24.74913239479065
87,1779,506,1920,596,6,24.74913239479065
87,1478,510,1780,616,7,24.74913239479065
87,1210,492,1536,593,12,24.74913239479065
88,718,507,1202,657,4,24.899887323379517
88,1807,507,1920,598,6,24.899887323379517
88,1492,510,1810,620,7,24.899887323379517
88,1214,493,1513,596,12,24.899887323379517
89,690,507,1202,663,4,25.04856276512146
89,1838,514,1920,600,6,25.063578367233276
89,1509,510,1841,625,7,25.064802169799805
89,1219,493,1565,598,12,25.064802169799805
90,660,506,1200,667,4,25.261046409606934
90,1871,526,1920,599,6,25.26159429550171
90,1528,510,1877,630,7,25.26270842552185
90,1229,492,1597,601,12,25.263294458389282
91,628,505,1193,671,4,25.416235208511353
91,1546,509,1914,633,7,25.416789293289185
91,1239,490,1627,602,12,25.417333126068115
92,596,503,1187,674,4,25.539681434631348
92,1568,506,1920,635,7,25.539681434631348
92,1249,487,1654,602,12,25.539681434631348
93,559,500,1180,677,4,25.716408729553223
93,1588,503,1920,636,7,25.716408729553223
93,1260,482,1682,601,12,25.716408729553223
94,522,493,1169,676,4,25.88711452484131
94,1611,497,1920,634,7,25.88711452484131
94,1274,474,1712,598,12,25.88711452484131
95,482,487,1162,677,4,26.074060440063477
95,1638,490,1920,633,7,26.074060440063477
95,1290,465,1747,594,12,26.076859951019287
96,440,481,1155,680,4,26.27692222595215
96,1671,483,1920,633,7,26.27700686454773
96,1309,458,1790,592,12,26.278907775878906
97,391,477,1148,684,4,26.430753231048584
97,1704,485,1920,632,7,26.430753231048584
97,1330,452,1827,592,12,26.430753231048584
98,345,470,1139,688,4,26.584494829177856
98,1740,491,1920,635,7,26.584494829177856
98,1354,446,1880,592,12,26.584494829177856
99,297,467,1128,691,4,26.78224539756775
99,1778,497,1920,635,7,26.78336477279663
99,1377,437,1920,590,12,26.7850341796875
100,189,456,1077,699,4,26.965211868286133
100,1801,502,1914,638,7,26.96580696105957
100,1371,430,1920,594,12,26.966974020004272
101,169,460,1082,704,4,27.140806436538696
101,1412,428,1920,594,12,27.140806436538696
102,63,459,1025,715,4,27.2951557636261
102,1406,426,1920,600,12,27.2951557636261
103,0,456,981,722,4,27.476041555404663
103,1416,424,1914,604,12,27.477272510528564
104,0,452,943,726,4,27.642772674560547
104,1434,421,1911,606,12,27.642772674560547
105,0,450,951,724,4,27.796100616455078
105,1483,417,1920,603,12,27.796100616455078
106,0,443,930,724,4,27.96970534324646
106,1517,410,1920,601,12,27.971235990524292
107,0,434,854,725,4,28.159414768218994
107,1504,404,1904,603,12,28.159414768218994
108,0,427,811,720,4,28.37465810775757
108,1531,401,1894,602,12,28.37465810775757
109,0,421,779,719,4,28.560997247695923
109,1565,410,1894,599,12,28.560997247695923
110,0,415,746,716,4,28.80941343307495
110,1600,419,1896,596,12,28.80941343307495
111,0,409,713,712,4,28.94779133796692
111,1634,424,1903,592,12,28.94779133796692
112,0,400,671,707,4,29.113425970077515
112,1668,423,1908,588,12,29.113425970077515
113,28,391,675,701,4,29.282137632369995
115,0,385,537,709,4,29.5341215133667
116,23,387,525,714,4,29.679083347320557
117,31,389,479,720,4,29.832507610321045
120,0,411,294,726,4,30.19810724258423
131,1375,522,1920,904,18,31.576735258102417
138,0,476,47,586,24,32.65559220314026
139,0,478,41,580,24,32.79814124107361
140,0,481,39,574,24,32.94927406311035
141,0,495,34,578,24,33.09133052825928
142,0,512,30,586,24,33.31592583656311
143,0,519,29,596,24,33.54317283630371
150,1408,358,1906,631,25,34.83238410949707
155,0,488,222,694,26,35.56752586364746
156,0,481,236,697,26,35.79293632507324
157,6,472,258,695,26,35.97601342201233
158,1,462,275,684,26,36.14563488960266
159,0,454,296,675,26,36.33663511276245
160,0,446,320,672,26,36.49776768684387
161,0,440,341,675,26,36.69580602645874
161,1390,323,1918,572,25,36.69580602645874
162,0,437,356,678,26,36.927549839019775
162,648,424,1471,697,27,36.927549839019775
162,1389,323,1920,571,25,36.927549839019775
163,0,438,371,681,26,37.14458775520325
163,644,434,1449,699,27,37.14458775520325
163,1370,328,1920,577,25,37.16177701950073
164,0,447,380,689,26,37.373809814453125
164,636,444,1428,707,27,37.374366760253906
164,1361,338,1920,587,25,37.3748996257782
165,0,457,388,696,26,37.56327676773071
165,625,456,1391,716,27,37.56327676773071
165,1347,352,1920,600,25,37.56327676773071
166,0,467,394,704,26,37.759289026260376
166,615,467,1392,725,27,37.759289026260376
166,1331,365,1920,612,25,37.759289026260376
167,0,497,341,712,26,37.92842125892639
167,609,478,1354,729,27,37.92842125892639
167,1319,376,1919,618,25,37.94403266906738
168,3,487,394,716,26,38.12940001487732
168,609,484,1335,730,27,38.12940001487732
168,1310,384,1919,620,25,38.12940001487732
169,6,484,430,714,26,38.296592712402344
169,612,484,1316,727,27,38.296592712402344
169,1306,386,1920,620,25,38.296592712402344
170,8,481,457,711,26,38.493584394454956
170,619,483,1308,721,27,38.50925254821777
170,1304,385,1920,616,25,38.5110924243927
171,7,503,393,709,26,38.730945110321045
171,624,484,1303,719,27,38.73222208023071
171,1300,386,1920,615,25,38.73293924331665
172,5,492,463,713,26,38.9078950881958
172,623,488,1292,722,27,38.90902781486511
172,1296,389,1920,618,25,38.909581422805786
173,3,496,490,719,26,39.10968613624573
173,621,496,1279,728,27,39.10968613624573
173,1288,397,1919,624,25,39.10968613624573
174,0,501,502,727,26,39.29367160797119
174,614,504,1264,735,27,39.2942259311676
174,1278,408,1918,633,25,39.2942259311676
174,1829,532,1914,693,28,39.2942259311676
175,0,505,506,732,26,39.47588014602661
175,606,510,1249,741,27,39.47588014602661
175,1266,416,1917,641,25,39.47588014602661
175,1795,538,1911,701,28,39.47588014602661
176,0,507,506,735,26,39.68460559844971
176,595,514,1232,742,27,39.68460559844971
176,1252,421,1915,644,25,39.68460559844971
176,1764,537,1909,704,28,39.68460559844971
177,0,508,509,735,26,39.8455605506897
177,586,516,1217,742,27,39.8455605506897
177,1241,422,1916,645,25,39.8455605506897
177,1732,529,1911,705,28,39.8455605506897
178,0,509,511,734,26,40.01310086250305
178,580,518,1205,741,27,40.01310086250305
178,1232,427,1911,646,25,40.02871751785278
178,1703,513,1913,706,28,40.03082060813904
179,0,512,513,736,26,40.180139780044556
179,576,520,1194,743,27,40.180139780044556
179,1223,430,1900,649,25,40.180139780044556
179,1673,495,1915,710,28,40.180139780044556
180,0,543,408,740,26,40.36135244369507
180,574,527,1184,746,27,40.36135244369507
180,1216,437,1879,653,25,40.36135244369507
180,1647,486,1915,715,28,40.37697505950928
181,1,557,374,746,26,40.54571032524109
181,571,535,1172,751,27,40.54571032524109
181,1206,445,1856,660,25,40.54571032524109
181,1622,483,1915,721,28,40.54571032524109
182,1,569,374,751,26,40.72622585296631
182,572,543,1165,758,27,40.72622585296631
182,1200,454,1837,666,25,40.72622585296631
182,1599,486,1916,727,28,40.72622585296631
183,0,571,371,753,26,40.8958797454834
183,572,546,1160,760,27,40.8958797454834
183,1197,460,1824,670,25,40.8958797454834
183,1580,486,1919,731,28,40.8958797454834
183,166,537,524,671,29,40.8958797454834
184,0,572,366,750,26,41.09725761413574
184,570,545,1154,758,27,41.09725761413574
184,1194,461,1815,671,25,41.10037875175476
184,1565,485,1920,733,28,41.10189652442932
184,169,535,529,667,29,41.10189652442932
185,0,544,476,746,26,41.2382025718689
185,568,543,1148,756,27,41.23877191543579
185,1189,461,1802,669,25,41.23934721946716
185,1546,484,1920,733,28,41.23991680145264
185,171,531,532,664,29,41.24073386192322
186,0,561,414,747,26,41.40896701812744
186,563,545,1141,757,27,41.40896701812744
186,1181,466,1792,671,25,41.40896701812744
186,1527,486,1920,737,28,41.40896701812744
186,173,532,533,669,29,41.40896701812744
187,0,550,493,754,26,41.5790159702301
187,557,552,1131,766,27,41.5790159702301
187,1174,477,1777,682,25,41.5790159702301
187,1505,496,1919,747,28,41.5790159702301
188,0,577,391,765,26,41.743159532547
188,550,566,1120,777,27,41.743159532547
188,1164,493,1759,696,25,41.743159532547
188,1482,510,1918,761,28,41.743159532547
188,172,551,528,691,29,41.743159532547
189,0,567,484,772,26,41.91701364517212
189,543,578,1110,784,27,41.91701364517212
189,1154,505,1742,706,25,41.91701364517212
189,1460,523,1917,774,28,41.91701364517212
190,0,566,508,773,26,42.09044075012207
190,535,583,1100,787,27,42.09044075012207
190,1144,512,1724,713,25,42.09044075012207
190,1438,533,1917,780,28,42.09044075012207
191,0,565,516,772,26,42.26344871520996
191,528,585,1091,786,27,42.26344871520996
191,1134,515,1706,713,25,42.26344871520996
191,1417,536,1916,781,28,42.26344871520996
192,0,560,517,768,26,42.43601584434509
192,520,583,1081,782,27,42.43601584434509
192,1125,514,1694,711,25,42.43601584434509
192,1397,537,1918,780,28,42.43601584434509
193,0,555,517,762,26,42.60893225669861
193,515,577,1073,776,27,42.60893225669861
193,1116,513,1679,706,25,42.60893225669861
193,1379,534,1918,774,28,42.60893225669861
193,155,555,510,687,29,42.60893225669861
194,0,574,375,757,26,42.82867765426636
194,512,574,1067,771,27,42.82867765426636
194,1112,510,1671,701,25,42.82867765426636
194,1363,533,1919,771,28,42.82867765426636
194,155,552,511,685,29,42.82867765426636
