Frame,X1,Y1,X2,Y2,Car_ID,Time
195,0,562,473,761,26,43.00249767303467
195,511,577,1062,774,27,43.00249767303467
195,1106,516,1658,704,25,43.00249767303467
195,1345,537,1918,773,28,43.00249767303467
195,158,555,511,687,29,43.00249767303467
196,0,564,497,768,26,43.17369198799133
196,505,585,1051,780,27,43.17369198799133
196,1095,525,1636,711,25,43.17369198799133
196,1325,548,1918,781,28,43.18933367729187
196,154,563,506,708,29,43.18933367729187
197,0,567,501,772,26,43.362892866134644
197,497,590,1040,783,27,43.37791156768799
197,1081,529,1624,716,25,43.37791156768799
197,1299,553,1914,785,28,43.37791156768799
198,0,567,497,770,26,43.577200412750244
198,487,589,1025,781,27,43.578240394592285
198,1066,530,1563,713,25,43.57927393913269
198,1278,554,1911,783,28,43.57988524436951
199,0,563,489,765,26,43.781954288482666
199,475,586,1009,775,27,43.783111810684204
199,1050,528,1509,709,25,43.78426551818848
199,1253,551,1908,777,28,43.784865617752075
200,0,558,480,757,26,43.95867586135864
200,463,579,996,767,27,43.95867586135864
200,1035,523,1471,701,25,43.95867586135864
200,1226,547,1907,770,28,43.97031617164612
201,51,552,468,738,26,44.20710206031799
201,453,573,979,760,27,44.20710206031799
201,1019,519,1448,695,25,44.20710206031799
201,1206,540,1885,762,28,44.20710206031799
202,18,547,457,731,26,44.37944293022156
202,442,567,967,753,27,44.37944293022156
202,1006,514,1429,690,25,44.37944293022156
202,1185,536,1860,756,28,44.37944293022156
203,8,543,449,726,26,44.56798481941223
203,433,563,954,748,27,44.56798481941223
203,994,510,1412,686,25,44.56798481941223
203,1168,534,1834,752,28,44.56798481941223
204,6,540,443,719,26,44.75598478317261
204,425,558,945,743,27,44.75598478317261
204,985,507,1397,681,25,44.75598478317261
204,1151,528,1812,747,28,44.75598478317261
205,5,532,439,712,26,44.93302655220032
205,419,550,938,734,27,44.93302655220032
205,975,500,1398,672,25,44.93302655220032
205,1137,521,1789,738,28,44.93302655220032
206,2,541,271,699,26,45.118067026138306
206,416,539,931,723,27,45.11939024925232
206,965,491,1395,660,25,45.12053370475769
206,1124,513,1771,728,28,45.12227702140808
206,86,524,431,670,29,45.124462366104126
207,413,535,924,716,27,45.28263211250305
207,959,484,1373,653,25,45.283135414123535
207,1109,506,1749,720,28,45.28366184234619
207,27,515,428,682,29,45.28419899940491
208,407,532,916,713,27,45.477234840393066
208,949,480,1359,650,25,45.477234840393066
208,1096,503,1729,717,28,45.477234840393066
208,8,511,423,686,29,45.477234840393066
209,399,531,906,712,27,45.66609477996826
209,938,479,1347,649,25,45.66609477996826
209,1078,504,1704,714,28,45.66609477996826
209,0,510,415,681,29,45.66609477996826
209,0,542,172,689,26,45.67662715911865
210,387,530,894,711,27,45.88622260093689
210,923,478,1329,648,25,45.88622260093689
210,1058,505,1680,712,28,45.88622260093689
210,32,510,403,664,29,45.88622260093689
210,0,541,150,688,26,45.88622260093689
211,373,531,876,710,27,46.072084188461304
211,905,478,1307,649,25,46.072084188461304
211,1036,506,1650,712,28,46.072084188461304
211,33,510,388,657,29,46.072084188461304
211,0,544,130,687,26,46.072084188461304
212,355,530,857,709,27,46.22859311103821
212,886,478,1292,648,25,46.22859311103821
212,1009,504,1622,710,28,46.22859311103821
212,18,509,370,652,29,46.22859311103821
212,0,536,108,685,26,46.24420189857483
213,336,529,839,706,27,46.43317365646362
213,864,475,1273,646,25,46.43317365646362
213,983,502,1595,707,28,46.43317365646362
213,1,506,350,650,29,46.43317365646362
213,0,531,87,682,26,46.43317365646362
214,319,528,823,704,27,46.63762092590332
214,847,475,1254,645,25,46.63762092590332
214,959,503,1570,707,28,46.63762092590332
214,0,504,333,654,29,46.63762092590332
215,300,529,806,707,27,46.80993056297302
215,827,478,1236,648,25,46.80993056297302
215,941,504,1545,710,28,46.80993056297302
215,0,505,316,663,29,46.80993056297302
216,282,536,789,712,27,47.01359796524048
216,808,483,1218,652,25,47.01359796524048
216,919,512,1521,717,28,47.029934883117676
216,0,508,298,669,29,47.03118968009949
217,264,541,773,715,27,47.20294904708862
217,789,488,1196,655,25,47.20294904708862
217,897,510,1495,722,28,47.218578815460205
217,0,513,280,664,29,47.218578815460205
218,244,543,757,718,27,47.392521381378174
218,770,492,1182,658,25,47.39372491836548
218,875,512,1473,724,28,47.39429426193237
218,0,515,261,664,29,47.39554977416992
219,225,546,739,722,27,47.58111310005188
219,751,495,1184,663,25,47.58111310005188
219,856,514,1449,729,28,47.58111310005188
219,0,517,242,663,29,47.58111310005188
220,208,548,723,725,27,47.8002564907074
220,734,499,1150,667,25,47.8002564907074
220,834,508,1428,733,28,47.8002564907074
220,0,519,225,662,29,47.8002564907074
221,189,549,706,725,27,47.97272753715515
221,712,500,1127,668,25,47.97272753715515
221,813,518,1404,733,28,47.97272753715515
221,0,519,206,657,29,47.97272753715515
222,167,546,687,721,27,48.17680644989014
222,690,497,1102,665,25,48.17680644989014
222,788,509,1379,730,28,48.17680644989014
222,0,517,185,654,29,48.17680644989014
223,145,544,665,717,27,48.39784646034241
223,665,495,1076,662,25,48.40357732772827
223,765,513,1351,726,28,48.40472602844238
223,0,514,161,647,29,48.405277252197266
224,122,542,642,714,27,48.602707624435425
224,641,493,1107,660,25,48.602707624435425
224,737,519,1321,724,28,48.602707624435425
224,0,514,139,644,29,48.602707624435425
225,97,541,618,713,27,48.77423334121704
225,614,493,1078,660,25,48.77423334121704
225,711,518,1291,724,28,48.77423334121704
225,0,513,115,642,29,48.77423334121704
226,74,542,594,715,27,48.96187949180603
226,590,494,1043,661,25,48.96187949180603
226,685,522,1262,725,28,48.9775013923645
226,0,519,92,644,29,48.9794180393219
227,54,543,573,715,27,49.16587209701538
227,568,496,1009,663,25,49.16587209701538
227,661,520,1237,727,28,49.16587209701538
228,27,545,555,716,27,49.338502168655396
228,549,497,972,663,25,49.338502168655396
228,642,518,1214,727,28,49.338502168655396
229,11,542,538,714,27,49.51331114768982
229,531,496,957,662,25,49.51331114768982
229,623,526,1193,725,28,49.51331114768982
230,26,536,539,709,27,49.682480335235596
230,529,491,997,656,25,49.682480335235596
230,619,526,1188,721,28,49.682480335235596
231,52,530,529,702,27,49.85567021369934
231,519,484,979,649,25,49.85567021369934
231,602,523,1170,714,28,49.85567021369934
232,57,524,514,693,27,50.02768063545227
232,500,477,936,641,25,50.02768063545227
232,581,515,1152,704,28,50.02768063545227
233,65,518,497,687,27,50.265198707580566
233,481,470,936,635,25,50.265198707580566
233,562,507,1131,699,28,50.265198707580566
234,76,518,479,686,27,50.44417095184326
234,470,470,951,636,25,50.44417095184326
234,542,509,1111,701,28,50.452187299728394
235,73,523,472,686,27,50.63973903656006
235,447,477,883,640,25,50.63973903656006
235,524,516,1089,705,28,50.63973903656006
236,89,527,458,686,27,50.81971549987793
236,424,480,840,644,25,50.82041597366333
236,503,521,1065,709,28,50.821064710617065
237,404,481,816,646,25,51.001495361328125
237,481,522,1044,710,28,51.001495361328125
238,378,486,790,645,25,51.19013237953186
238,456,527,1018,713,28,51.19013237953186
239,354,488,765,648,25,51.34637999534607
239,433,529,993,716,28,51.34637999534607
240,340,488,801,644,25,51.53579783439636
240,411,529,969,716,28,51.53579783439636
241,318,486,745,643,25,51.69328427314758
241,388,527,948,715,28,51.708300828933716
242,304,486,715,639,25,51.872653007507324
242,367,526,925,712,28,51.872653007507324
243,289,485,683,629,25,52.03705167770386
243,348,527,908,713,28,52.05267357826233
244,277,487,667,617,25,52.22561597824097
244,335,531,889,716,28,52.22561597824097
245,270,489,637,617,25,52.398197889328
245,322,532,867,716,28,52.398197889328
246,279,490,615,611,25,52.569995641708374
246,327,532,846,716,28,52.569995641708374
247,296,491,587,627,25,52.79115295410156
247,338,536,825,719,28,52.79115295410156
248,315,494,564,593,25,52.98294711112976
248,358,538,805,719,28,52.98294711112976
249,325,495,536,574,25,53.15229892730713
249,356,539,782,708,28,53.15319085121155
250,343,492,513,557,25,53.320068359375
250,369,535,762,704,28,53.32125759124756
251,389,528,740,697,28,53.49990463256836
